zone,species,armador,nave,coef
III-IV,JUREL,BLUMAR S.A.,DON ALFONSO,0.0214066
III-IV,JUREL,BLUMAR S.A.,DON EDMUNDO,0.020107
III-IV,JUREL,BLUMAR S.A.,ERIKA,0.0138008
III-IV,JUREL,BLUMAR S.A.,LEOPARDO,0.0024496
III-IV,JUREL,BLUMAR S.A.,PETROHUE I,0.0058507
III-IV,JUREL,BLUMAR S.A.,RAPANUI,0.0104159
III-IV,JUREL,BLUMAR S.A.,TRINIDAD,0.0100281
III-IV,JUREL,BLUMAR S.A.,YELCHO I,0.0197942
III-IV,JUREL,CAMANCHACA S.A. CIA. PESQ.,BEC327507,0.0050138
III-IV,JUREL,CAMANCHACA S.A. CIA. PESQ.,CLAUDIA ALEJANDRA,0.0049124
III-IV,JUREL,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 1,0.0076263
III-IV,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 1,0.0028433
III-IV,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 2,0.003637
III-IV,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 4,0.0028091
III-IV,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 5,0.0028098
III-IV,JUREL,CAMANCHACA S.A. CIA. PESQ.,LOA 7,0.0028742
III-IV,JUREL,CORPESCA S.A.,ALERCE,0.0030523
III-IV,JUREL,CORPESCA S.A.,BANDURRIA,0.0031104
III-IV,JUREL,CORPESCA S.A.,BARRACUDA IV,0.0045126
III-IV,JUREL,CORPESCA S.A.,CORMORAN,0.0028351
III-IV,JUREL,CORPESCA S.A.,DON ANTONIO,0.0393249
III-IV,JUREL,CORPESCA S.A.,DON EDMUNDO,0.0010808
III-IV,JUREL,CORPESCA S.A.,DON ERNESTO AYALA MARFIL,0.0037466
III-IV,JUREL,CORPESCA S.A.,DON GINO,0.001883
III-IV,JUREL,CORPESCA S.A.,EPERVA 65,0.0042256
III-IV,JUREL,CORPESCA S.A.,GUANAYE,0.0036178
III-IV,JUREL,CORPESCA S.A.,HALCON,0.0031514
III-IV,JUREL,CORPESCA S.A.,HURACAN,0.0047724
III-IV,JUREL,CORPESCA S.A.,ICALMA,0.0031022
III-IV,JUREL,CORPESCA S.A.,MERO,0.0040541
III-IV,JUREL,CORPESCA S.A.,RAULI,0.0030597
III-IV,JUREL,CORPESCA S.A.,RELAMPAGO,0.0046835
III-IV,JUREL,CORPESCA S.A.,SAGASCA,0.0048145
III-IV,JUREL,CORPESCA S.A.,SAN JORGE I,0.0032325
III-IV,JUREL,CORPESCA S.A.,SQUA,0.002939
III-IV,JUREL,CORPESCA S.A.,TIL TIL,0.0024279
III-IV,JUREL,CORPESCA S.A.,TORNADO,0.0053919
III-IV,JUREL,FOODCORP S.A.,MARPRO I,0.0068115
III-IV,JUREL,INVERSIONES PESQUERAS S.A.,BEC300803,0.0059031
III-IV,JUREL,INVERSIONES PESQUERAS S.A.,FRANCISCO,0.0055178
III-IV,JUREL,ISLADAMAS S.A. PESQ.,LONQUIMAY,0.0011242
III-IV,JUREL,LANDES S.A. SOC. PESQ.,BONITO II,0.0028106
III-IV,JUREL,LANDES S.A. SOC. PESQ.,HUACHINANGO,0.0049788
III-IV,JUREL,LOTA PROTEIN S.A.,BEC019706,0.0005059
III-IV,JUREL,ORIZON S.A.,1.0650.01-a,0.0032924
III-IV,JUREL,ORIZON S.A.,2.0650.01-a,0.0033005
III-IV,JUREL,ORIZON S.A.,2188.03-a,0.0032568
III-IV,JUREL,ORIZON S.A.,2875.02-a,0.115909
III-IV,JUREL,ORIZON S.A.,BEC131811,0.1069364
III-IV,JUREL,ORIZON S.A.,BEC202206,0.0049381
III-IV,JUREL,ORIZON S.A.,BEC229211,0.0400118
III-IV,JUREL,ORIZON S.A.,BEC265311,0.0007359
III-IV,JUREL,ORIZON S.A.,BEC300903,0.0151224
III-IV,JUREL,ORIZON S.A.,BEC301003,0.0049578
III-IV,JUREL,ORIZON S.A.,DON JULIO,0.0239253
III-IV,JUREL,ORIZON S.A.,GUANAYE 2,0.0069236
III-IV,JUREL,ORIZON S.A.,GUANAYE 4,0.0052888
III-IV,JUREL,ORIZON S.A.,GUANAYE 5,0.0052675
III-IV,JUREL,ORIZON S.A.,MALLECO,0.0103558
III-IV,JUREL,ORIZON S.A.,SAN JOSE,0.0158208
III-IV,JUREL,ORIZON S.A.,VENTISQUERO,0.0195076
III-IV,JUREL,ORIZON S.A.,VERDI,0.0086271
III-IV,JUREL,ORIZON S.A.,VESTERVEG,0.0098279
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035213,0.0061556
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035413,0.0080144
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035713,0.0013984
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,BEC164612,0.0152107
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,BEC234012,0.0004399
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,DUQUECO,0.011246
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,GARDAR,0.0075711
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,PEHUENCO,0.0142329
III-IV,JUREL,CAMANCHACA PESCA SUR S.A.,POLARSTROM,0.0056114
V-IX,JUREL,ALIMENTOS MARINOS S.A.,ALCANTARA,0.0022818
V-IX,JUREL,ALIMENTOS MARINOS S.A.,ALCONES,0.0031723
V-IX,JUREL,ALIMENTOS MARINOS S.A.,AREQUIPA VII,0.0021739
V-IX,JUREL,ALIMENTOS MARINOS S.A.,BEC006613,0.0089519
V-IX,JUREL,ALIMENTOS MARINOS S.A.,BEC006713,0.008539
V-IX,JUREL,ALIMENTOS MARINOS S.A.,BEC126208,0.0014693
V-IX,JUREL,ALIMENTOS MARINOS S.A.,GENESIS II,0.0034023
V-IX,JUREL,ALIMENTOS MARINOS S.A.,OGRI,0.0011308
V-IX,JUREL,ALIMENTOS MARINOS S.A.,ORDINAT,0.0051868
V-IX,JUREL,ALIMENTOS MARINOS S.A.,PANIAHUE,0.0084245
V-IX,JUREL,ALIMENTOS MARINOS S.A.,PANILONCO,0.0083727
V-IX,JUREL,ALIMENTOS MARINOS S.A.,QUERELEMA,0.0097701
V-IX,JUREL,ALIMENTOS MARINOS S.A.,QUILPOLEMU,0.0097399
V-IX,JUREL,ALIMENTOS MARINOS S.A.,RANQUILHUE,0.0148835
V-IX,JUREL,ALIMENTOS MARINOS S.A.,SANTA IRENE,0.0018187
V-IX,JUREL,ALIMENTOS MARINOS S.A.,SEIKO,0.0020394
V-IX,JUREL,ALIMENTOS MARINOS S.A.,VICHUQUEN II,0.0143114
V-IX,JUREL,BERTA ELENA LTDA. SOC. PESQ.,BEC214611,0.0015067
V-IX,JUREL,BLUMAR S.A.,2861.04-C,8.82e-05
V-IX,JUREL,BLUMAR S.A.,2862.04-C,0.0001422
V-IX,JUREL,BLUMAR S.A.,2863.04-C,0.0001769
V-IX,JUREL,BLUMAR S.A.,BEC048813,0.0079369
V-IX,JUREL,BLUMAR S.A.,BEC060711,0.0084022
V-IX,JUREL,BLUMAR S.A.,BEC072305,0.0028738
V-IX,JUREL,BLUMAR S.A.,BEC082209,0.0023239
V-IX,JUREL,BLUMAR S.A.,BEC082906,0.0014737
V-IX,JUREL,BLUMAR S.A.,BEC084901,0.0002958
V-IX,JUREL,BLUMAR S.A.,BEC093706,0.0064885
V-IX,JUREL,BLUMAR S.A.,BEC102004,0.0035197
V-IX,JUREL,BLUMAR S.A.,BEC116208,0.0063597
V-IX,JUREL,BLUMAR S.A.,BEC156311,0.0004772
V-IX,JUREL,BLUMAR S.A.,BEC156411,9.57e-05
V-IX,JUREL,BLUMAR S.A.,BEC157103,0.0003884
V-IX,JUREL,BLUMAR S.A.,BEC197805,0.0012571
V-IX,JUREL,BLUMAR S.A.,BEC207103,0.0015434
V-IX,JUREL,BLUMAR S.A.,BEC214109,0.0016547
V-IX,JUREL,BLUMAR S.A.,BEC227000,0.0005787
V-IX,JUREL,BLUMAR S.A.,BEC250307,0.0043436
V-IX,JUREL,BLUMAR S.A.,BEC266506,0.0054327
V-IX,JUREL,BLUMAR S.A.,BEC266706,0.0035961
V-IX,JUREL,BLUMAR S.A.,BEC277502,0.0005297
V-IX,JUREL,BLUMAR S.A.,BEC294007,0.0052458
V-IX,JUREL,BLUMAR S.A.,BEC311711,0.0113786
V-IX,JUREL,BLUMAR S.A.,BEC311911,0.0022307
V-IX,JUREL,BLUMAR S.A.,BEC312011,0.0102783
V-IX,JUREL,BLUMAR S.A.,BEC323512,0.014057
V-IX,JUREL,BLUMAR S.A.,BEC323712,0.005279
V-IX,JUREL,BLUMAR S.A.,BEC324212,0.0096106
V-IX,JUREL,BLUMAR S.A.,BEC329505,0.001025
V-IX,JUREL,BLUMAR S.A.,BRONCO,0.0083455
V-IX,JUREL,BLUMAR S.A.,COBRA,0.0109228
V-IX,JUREL,BLUMAR S.A.,DON ALFONSO,0.0162401
V-IX,JUREL,BLUMAR S.A.,DON EDMUNDO,0.0146762
V-IX,JUREL,BLUMAR S.A.,ERIKA,0.0147188
V-IX,JUREL,BLUMAR S.A.,LEOPARDO,0.0025208
V-IX,JUREL,BLUMAR S.A.,PETROHUE I,0.0071608
V-IX,JUREL,BLUMAR S.A.,PILMAIQUEN I,0.0053953
V-IX,JUREL,BLUMAR S.A.,RAPANUI,0.0061361
V-IX,JUREL,BLUMAR S.A.,TRINIDAD,0.0023202
V-IX,JUREL,BLUMAR S.A.,VULCANO,0.0113835
V-IX,JUREL,BLUMAR S.A.,YELCHO I,0.0176373
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035213,0.0054761
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035413,0.0103216
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035513,0.0042283
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035713,0.0003157
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035813,0.0026079
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035913,0.0014962
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC164612,0.014064
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC233512,0.0096989
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC234012,0.000253
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC234112,0.0038933
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC283012,0.0020275
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC283112,0.0090213
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BEC283212,0.0056099
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BODANES,0.0066088
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,BUCANERO I,0.0152612
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,CORSARIO I,0.0195709
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,DUQUECO,0.0113223
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,GARDAR,0.0043546
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,KINGS BAY,0.013932
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,MARIA JOSE,0.0124322
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,PEHUENCO,0.0138436
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,PELICANO,0.0131769
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,POLARSTROM,0.0040348
V-IX,JUREL,CAMANCHACA PESCA SUR S.A.,YAGAN,0.0135427
V-IX,JUREL,CAMANCHACA S.A. CIA. PESQ.,COSTA GRANDE 1,0.0016067
V-IX,JUREL,CAMANCHACA S.A. CIA. PESQ.,ESTURION,0.0011776
V-IX,JUREL,CENTRO SUR S.A. PESQ.,BEC088808,0.0036175
V-IX,JUREL,CENTRO SUR S.A. PESQ.,BEC343611,0.0060283
V-IX,JUREL,CENTRO SUR S.A. PESQ.,JAVIER,0.0057061
V-IX,JUREL,CENTRO SUR S.A. PESQ.,MARIA IGNACIA II,0.002298
V-IX,JUREL,CENTRO SUR S.A. PESQ.,MATIAS,0.006105
V-IX,JUREL,CENTRO SUR S.A. PESQ.,RAFAEL,0.0079723
V-IX,JUREL,CENTRO SUR S.A. PESQ.,TOYITA,0.0123981
V-IX,JUREL,CORPESCA S.A.,ALERCE,0.0005085
V-IX,JUREL,CORPESCA S.A.,HURACAN,0.0007918
V-IX,JUREL,CORPESCA S.A.,RAULI,0.0005048
V-IX,JUREL,CORPESCA S.A.,ROBLE,0.0005027
V-IX,JUREL,CORPESCA S.A.,TRUENO I,0.000789
V-IX,JUREL,DA VENEZIA RETAMALES ANTONIO,TIO GRINGO,3.23e-05
V-IX,JUREL,ENFEMAR LTDA. SOC. PESQ.,AQUILES PANCHO,9.6e-05
V-IX,JUREL,ENFEMAR LTDA. SOC. PESQ.,MARIA EMPERATRIZ III,3.4e-05
V-IX,JUREL,FOODCORP S.A.,BEC201305,0.0071484
V-IX,JUREL,FOODCORP S.A.,BEC222105,0.0050635
V-IX,JUREL,FOODCORP S.A.,BEC323010,0.0103974
V-IX,JUREL,FOODCORP S.A.,BEC328204,0.0049358
V-IX,JUREL,FOODCORP S.A.,BEC333604,0.0139648
V-IX,JUREL,FOODCORP S.A.,BEC354403,0.0061335
V-IX,JUREL,FOODCORP S.A.,CAZADOR,0.012589
V-IX,JUREL,FOODCORP S.A.,CHIVILINGO I,0.0089634
V-IX,JUREL,FOODCORP S.A.,DON MANUEL,0.0123274
V-IX,JUREL,FOODCORP S.A.,LIGRUNN,0.0073939
V-IX,JUREL,FOODCORP S.A.,MARPRO I,0.0052847
V-IX,JUREL,GENMAR LTDA. SOC. PESQ.,DON CHELO I,0.000151
V-IX,JUREL,INOSTROZA CONCHA PELANTARO,RODRIGO ALEJANDRO,0.0001787
V-IX,JUREL,INVERSIONES PESQUERAS S.A.,BEC300803,0.0045258
V-IX,JUREL,INVERSIONES PESQUERAS S.A.,BEC303403,0.0032029
V-IX,JUREL,INVERSIONES PESQUERAS S.A.,FRANCISCO,0.0032717
V-IX,JUREL,ISLA QUIHUA S.A. PESQ.,TERRANOVA,0.0081596
V-IX,JUREL,LANDES S.A. SOC. PESQ.,BEC288411,0.0050891
V-IX,JUREL,LANDES S.A. SOC. PESQ.,BONITO I,0.0015363
V-IX,JUREL,LANDES S.A. SOC. PESQ.,BONITO II,0.0016699
V-IX,JUREL,LANDES S.A. SOC. PESQ.,CORAL I,0.0074631
V-IX,JUREL,LANDES S.A. SOC. PESQ.,DON BORIS,0.0151137
V-IX,JUREL,LANDES S.A. SOC. PESQ.,DON TITO,0.0111041
V-IX,JUREL,LANDES S.A. SOC. PESQ.,HUACHINANGO,0.004673
V-IX,JUREL,LANDES S.A. SOC. PESQ.,WALRUS,0.0001119
V-IX,JUREL,LOTA PROTEIN S.A.,BEC019706,0.0002361
V-IX,JUREL,LOTA PROTEIN S.A.,BEC038805,0.0087019
V-IX,JUREL,LOTA PROTEIN S.A.,SANTA MARIA II,0.005246
V-IX,JUREL,MAR PROFUNDO S.A. SOC. PESQ.,ARAUCO I,0.0138029
V-IX,JUREL,NORDIO LTDA. SOC.,PUMA I,7.41e-05
V-IX,JUREL,ORIZON S.A.,10 2.0650.01-C,0.0025369
V-IX,JUREL,ORIZON S.A.,2188.03-c,0.0004787
V-IX,JUREL,ORIZON S.A.,22 1.0650.01-C,0.0028592
V-IX,JUREL,ORIZON S.A.,BEC044205,0.0085646
V-IX,JUREL,ORIZON S.A.,BEC131811,0.0022837
V-IX,JUREL,ORIZON S.A.,BEC202206,0.0051123
V-IX,JUREL,ORIZON S.A.,BEC229211,0.0055295
V-IX,JUREL,ORIZON S.A.,BEC265111,0.010979
V-IX,JUREL,ORIZON S.A.,BEC265311,0.0007451
V-IX,JUREL,ORIZON S.A.,BEC300903,0.0001925
V-IX,JUREL,ORIZON S.A.,BEC301003,0.0004348
V-IX,JUREL,ORIZON S.A.,BEC319511,0.0150727
V-IX,JUREL,ORIZON S.A.,CULLINTO,0.0054561
V-IX,JUREL,ORIZON S.A.,DON JULIO,0.0156062
V-IX,JUREL,ORIZON S.A.,DON TELESFORO,0.0109316
V-IX,JUREL,ORIZON S.A.,GUALPEN,0.0073916
V-IX,JUREL,ORIZON S.A.,GUANAYE 2,0.0051451
V-IX,JUREL,ORIZON S.A.,GUANAYE 3,0.0036265
V-IX,JUREL,ORIZON S.A.,GUANAYE 4,0.003481
V-IX,JUREL,ORIZON S.A.,GUANAYE 5,0.0018645
V-IX,JUREL,ORIZON S.A.,LIBAS,0.0083444
V-IX,JUREL,ORIZON S.A.,LIDER,0.0084769
V-IX,JUREL,ORIZON S.A.,LONCO,0.0184631
V-IX,JUREL,ORIZON S.A.,MALLECO,0.0074919
V-IX,JUREL,ORIZON S.A.,MONTSERRAT,0.0038619
V-IX,JUREL,ORIZON S.A.,SAN BOSCO,0.005525
V-IX,JUREL,ORIZON S.A.,SAN JOSE,0.0213325
V-IX,JUREL,ORIZON S.A.,VENTISQUERO,0.0160356
V-IX,JUREL,ORIZON S.A.,VERDI,0.0043831
V-IX,JUREL,ORIZON S.A.,VESTERVEG,0.0099499
V-IX,JUREL,SALMOALIMENTOS S.A.,CAROLINA III,0.0050134
V-IX,JUREL,SAN ANTONIO S.A. PESQ.,AREQUIPA IV,0.001519
V-IX,JUREL,SAN ANTONIO S.A. PESQ.,VIGRI,0.0014333
V-IX,JUREL,SUR AUSTRAL S.A. PESQ.,FRIOSUR IX,0.000386
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,ALCANTARA,0.0040202
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,ALCONES,0.002845
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,AREQUIPA VII,0.0012914
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,BEC006613,0.0063909
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,BEC006713,0.0176349
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,BEC126208,0.0015437
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,OGRI,0.0009281
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,ORDINAT,0.0047286
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,PANIAHUE,0.0060382
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,PANILONCO,0.0103307
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,QUERELEMA,0.0110116
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,QUILPOLEMU,0.0075924
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,RANQUILHUE,0.0124457
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,SANTA IRENE,0.0020881
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,SEIKO,0.0021758
XIV-X,JUREL,ALIMENTOS MARINOS S.A.,VICHUQUEN II,0.0152757
XIV-X,JUREL,BAHIA CALDERA S.A. PESQ.,BEC259605,0.0005081
XIV-X,JUREL,BAHIA CALDERA S.A. PESQ.,BEC259705,0.0005081
XIV-X,JUREL,BERTA ELENA LTDA. SOC. PESQ.,BEC214611,0.0009192
XIV-X,JUREL,BIO BIO S.A. PESQ.,BEC256307,0.0013338
XIV-X,JUREL,BIO BIO S.A. PESQ.,BEC256407,0.000583
XIV-X,JUREL,BIO BIO S.A. PESQ.,BIOMAR IV,0.0020513
XIV-X,JUREL,BIO BIO S.A. PESQ.,BIOMAR V,0.0020536
XIV-X,JUREL,BIO BIO S.A. PESQ.,BONN,0.0020857
XIV-X,JUREL,BLUMAR S.A.,BEC044601,0.0014055
XIV-X,JUREL,BLUMAR S.A.,BEC048813,0.0089596
XIV-X,JUREL,BLUMAR S.A.,BEC060711,0.0091479
XIV-X,JUREL,BLUMAR S.A.,BEC072305,0.0020449
XIV-X,JUREL,BLUMAR S.A.,BEC082209,0.0030008
XIV-X,JUREL,BLUMAR S.A.,BEC082906,0.0012807
XIV-X,JUREL,BLUMAR S.A.,BEC093706,0.0037046
XIV-X,JUREL,BLUMAR S.A.,BEC102004,0.002219
XIV-X,JUREL,BLUMAR S.A.,BEC176602,0.001612
XIV-X,JUREL,BLUMAR S.A.,BEC197805,0.0009955
XIV-X,JUREL,BLUMAR S.A.,BEC207103,0.0015689
XIV-X,JUREL,BLUMAR S.A.,BEC214109,0.0013763
XIV-X,JUREL,BLUMAR S.A.,BEC250307,0.0022797
XIV-X,JUREL,BLUMAR S.A.,BEC263005,0.0018564
XIV-X,JUREL,BLUMAR S.A.,BEC266506,0.0038886
XIV-X,JUREL,BLUMAR S.A.,BEC266706,0.0031013
XIV-X,JUREL,BLUMAR S.A.,BEC311711,0.0146932
XIV-X,JUREL,BLUMAR S.A.,BEC311911,0.0036953
XIV-X,JUREL,BLUMAR S.A.,BEC312011,0.0110568
XIV-X,JUREL,BLUMAR S.A.,BEC323512,0.0232864
XIV-X,JUREL,BLUMAR S.A.,BEC323712,0.005847
XIV-X,JUREL,BLUMAR S.A.,BEC324212,0.0160207
XIV-X,JUREL,BLUMAR S.A.,BEC329505,0.000989
XIV-X,JUREL,BLUMAR S.A.,BRONCO,0.0139117
XIV-X,JUREL,BLUMAR S.A.,COBRA,0.0090848
XIV-X,JUREL,BLUMAR S.A.,DON ALFONSO,0.0179876
XIV-X,JUREL,BLUMAR S.A.,DON EDMUNDO,0.0189831
XIV-X,JUREL,BLUMAR S.A.,ERIKA,0.0092983
XIV-X,JUREL,BLUMAR S.A.,LEOPARDO,0.001556
XIV-X,JUREL,BLUMAR S.A.,PETROHUE I,0.0039607
XIV-X,JUREL,BLUMAR S.A.,PILMAIQUEN I,0.0036862
XIV-X,JUREL,BLUMAR S.A.,RAPANUI,0.0055159
XIV-X,JUREL,BLUMAR S.A.,TRINIDAD,0.0029905
XIV-X,JUREL,BLUMAR S.A.,VULCANO,0.016021
XIV-X,JUREL,BLUMAR S.A.,YELCHO I,0.0172251
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035213,0.0032524
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035413,0.006155
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035713,0.0006019
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC035813,0.0027328
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC164612,0.0065727
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC233512,0.0069751
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC234012,0.0001997
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC234112,0.0023288
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC283112,0.003723
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BEC283212,0.0032756
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BODANES,0.0029416
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,BUCANERO I,0.0131968
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,CORSARIO I,0.0148576
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,DUQUECO,0.0079174
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,GARDAR,0.0034378
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,KINGS BAY,0.0063823
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,MARIA JOSE,0.0072762
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,PEHUENCO,0.0142205
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,PELICANO,0.0078819
XIV-X,JUREL,CAMANCHACA PESCA SUR S.A.,POLARSTROM,0.0016896
